file,scenario,sentence
010350,email,reply email received
010351,email,reply email received
010352,email,reply to new email from joe
010353,email,reply to johns email by saying yes i can
010354,email,send email to mom and tell her see her at disney world
010355,email,send email to mom and tell her see her at disney world
010356,email,send email to mom and tell her see her at disney world
010357,email,how me my last two emails
010358,email,reply to joes email
010359,email,let me know new emails from john
010360,email,tell chris i will be late through email
010361,email,emails now
010362,email,did the boss send anything
010363,email,did the boss send anything
010364,email,did the boss send anything
010365,email,google i need to call my mom will you check her work number for me
010366,email,answer this mail
010367,email,answer this mail
010368,email,answer this mail
010369,email,answer this mail
010370,email,answer this mail
010371,email,answer this mail
010372,email,report what is new in my email inbox please
010373,email,report what is new in my email inbox please
010374,email,report what is new in my email inbox please
010375,email,report what is new in my email inbox please
010376,email,report what is new in my email inbox please
010377,email,send an email to mom asking if she was able to order the book from amazon that i told her about
010378,email,send an email to mom asking if she was able to order the book from amazon that i told her about
010379,email,send an email to mom asking if she was able to order the book from amazon that i told her about
010380,email,please send an email to my family
010381,email,would you go check my emails for me
010382,email,what emails did i get yesterday
010383,email,what emails did i get yesterday
010384,email,send an email to adele
010385,email,send an email to adele
010386,email,check in contacts
010387,email,check in contacts
010388,email,who are the last number of people i got emails from
010389,email,send message via email
010390,email,olly please check my email for me
010391,email,who has sent me an email in the past week
010392,email,who has sent me an email in the past week
010393,email,who has sent me an email in the past week
010394,email,who has sent me an email in the past week
010395,email,provide contact location
010396,email,send mail to sanantha about body exercise schedule
010397,email,send mail to sanantha about body exercise schedule
010398,email,send mail to sanantha about body exercise schedule
010399,email,email to matthew with content project finished send me invoice please
010400,email,email to matthew with content project finished send me invoice please
010401,email,email to matthew with content project finished send me invoice please
010402,email,write an email about next week weather to my wife
010403,email,write this message to the coworker group
010404,email,write this message to the coworker group
010405,email,do i have new mail
010406,email,look up the senders and subjects of recent email
010407,email,enter new address in email form
010408,email,reply to anthony's email
010409,email,reply to anthony's email
010410,email,reply to anthony's email
010411,email,reply to anthony's email
010412,email,update my contacts with the new contact sam@gmail dot com
010413,email,mail administrator
010414,email,reply to email from name
010415,email,reply to email from name
010416,email,add this email to my contact list
010417,email,add this email to my contact list
010418,email,open all unread emails
010419,email,send that
010420,email,send that
010421,email,i need to see if i got any new email
010422,email,i need to see if i got any new email
010423,email,i need to see if i got any new email
010424,email,i need to see if i got any new email
010425,email,check my inbox for new emails
010426,email,check my inbox for new emails
010427,email,check my inbox for new emails
010428,email,how many emails have i got since yesterday
010429,email,did paul email me recently
010430,email,tell me mary's cell number
010431,email,tell me mary's cell number
010432,email,open my contact list
010433,email,do i have any new entries in my inbox
010434,email,bring up my latest emails
010435,email,bring up my latest emails
010436,email,i want the email to be sent to my new email address abc@gmail dot com
010437,email,raju phone book
010438,email,send email to cat that i will accept job offer
010439,email,drop a message to jan write i will be late
010440,email,drop a message to jan write i will be late
010441,email,drop a message to jan write i will be late
010442,email,drop a message to jan write i will be late
010443,email,drop a message to jan write i will be late
010444,email,drop a message to jan write i will be late
010445,email,drop a message to jan write i will be late
010446,email,reply to my email from sasha saying thanks
010447,email,how many new emails have i gotten
010448,email,have i gotten an email from sean
010449,email,have i gotten an email from sean
010450,email,have i gotten an email from sean
010451,email,are there any recent emails from rohit
010452,email,are there any recent emails from rohit
010453,email,can you check for any new emails
010454,email,can you check for any new emails
010455,email,can you check for any new emails
010456,email,what is my daughter's phone number
010457,email,what is my daughter's phone number
010458,email,send an email to james asking when he is getting off of work
010459,email,check someone's recent emails
010460,email,check someone's recent emails
010461,email,check someone's recent emails
010462,iot,brighten the lights a little bit
010463,iot,hey start vacuum cleaner robot
010464,iot,hey start vacuum cleaner robot
010465,iot,hey start vacuum cleaner robot
010466,iot,hey start vacuum cleaner robot
010467,iot,turn on living room radio
010468,iot,turn on living room radio
010469,iot,turn on living room radio
010470,iot,please switch on my wemo plug socket
010471,iot,change color of lights
010472,iot,change color of lights
010473,iot,change color of lights
010474,iot,change color of lights
010475,iot,change color of lights
010476,iot,change your colors to something different
010477,iot,set the colour of light to red
010478,iot,i need you to turn off the light of my bed room
010479,iot,i need you to turn off the light of my bed room
010480,iot,i need you to turn off the light of my bed room
010481,iot,i need you to turn off the light of my bed room
010482,iot,clean the carpets
010483,iot,turn on vacuum
010484,iot,turn on vacuum
010485,iot,turn on vacuum
010486,iot,turn on vacuum
010487,iot,turn on vacuum
010488,iot,olly start coffee at six am
010489,iot,change the light color to blue
010490,iot,change the light color to blue
010491,iot,start the robot vacuum cleaner at one pm today
010492,iot,start the robot vacuum cleaner at one pm today
010493,iot,start the robot vacuum cleaner at one pm today
010494,iot,start the robot vacuum cleaner at one pm today
010495,iot,i want hot coffee
010496,iot,i want hot coffee
010497,iot,i want hot coffee
010498,iot,turn off my smart plug socket
010499,iot,turn off my smart plug socket
010500,iot,turn off my smart plug socket
010501,iot,activate vacuum cleaner
010502,iot,it's awfully dark here
010503,iot,start cappuccino for me now
010504,iot,initiate to operate robot vacuum cleaner
010505,iot,initiate to operate robot vacuum cleaner
010506,iot,initiate to operate robot vacuum cleaner
010507,iot,initiate to operate robot vacuum cleaner
010508,iot,please turn up the lights in this room
010509,iot,the wemo plug should be turned off on
010510,iot,shift the light off
010511,iot,shift the light off
010512,iot,turn the living room lights to one percent
010513,iot,turn the living room lights to one percent
010514,iot,make the room blue
010515,iot,make the room blue
010516,iot,make the room blue
010517,iot,make the room blue
010518,iot,go and make me a coffee
010519,iot,go and make me a coffee
010520,iot,go and make me a coffee
010521,iot,have my iroomba clean the house
010522,iot,have my iroomba clean the house
010523,iot,have my iroomba clean the house
010524,iot,have my iroomba clean the house
010525,iot,have my iroomba clean the house
010526,iot,dim the lights down a bit
010527,iot,dim the lights down a bit
010528,iot,dim the lights down a bit
010529,iot,i'd like an espresso
010530,iot,olly change all lights to blue
010531,iot,can you turn off the smart socket
010532,iot,could you please turn on the plug
010533,iot,turn off my wemo plug
010534,iot,turn up the lights please
010535,iot,turn up the lights please
010536,iot,raise living room lights half way
010537,iot,raise living room lights half way
010538,iot,raise living room lights half way
010539,iot,a little brighter thanks
010540,iot,a little brighter thanks
010541,iot,i want to turn on the robot vacuum cleaner
010542,iot,i want to turn on the robot vacuum cleaner
010543,iot,socket off
010544,iot,socket off
010545,iot,go near vacuum cleaner
010546,iot,go near vacuum cleaner
010547,iot,turn off the kitchen lights
010548,iot,turn off the kitchen lights
010549,iot,turn off the kitchen lights
010550,iot,more light
010551,iot,more light
010552,iot,what's up with this yellow light get some white up in here
010553,iot,what's up with this yellow light get some white up in here
010554,iot,i want some coffee
010555,iot,i want some coffee
010556,iot,cup of coffee please
010557,iot,cup of coffee please
010558,iot,keep the socket in off condition
010559,iot,keep the socket in off condition
010560,iot,please turn off all the lights in my house
010561,iot,please turn off all the lights in my house
010562,iot,this room lights off
010563,iot,this room lights off
010564,iot,this room lights off
010565,iot,this room lights off
010566,iot,this room lights off
010567,iot,this room lights off
010568,iot,can i change this light to orange
010569,iot,more light please
010570,iot,can you put the vacuum on
010571,iot,can you put the vacuum on
010572,iot,lights off in the kitchen please
010573,iot,lights off in the kitchen please
010574,iot,turn off smart socket
010575,iot,turn off smart socket
010576,iot,turn on socket
010577,iot,turn on socket
010578,iot,switch off kitchen lights
010579,iot,switch off kitchen lights
010580,iot,switch off kitchen lights
010581,iot,please increase the brightness in this room
010582,iot,please increase the brightness in this room
010583,iot,please increase the brightness in this room
010584,iot,change my house lights colour to blue
010585,iot,make light color red
010586,iot,make light color red
010587,iot,make light color red
010588,iot,sandle
010589,iot,sandle
010590,iot,i'd like a coffee please
010591,iot,i need the lights raised can you do that
010592,iot,hey olly make the house lights a different color
010593,iot,hey olly make the house lights a different color
010594,iot,hey olly make the house lights a different color
010595,iot,hey olly make the house lights a different color
010596,iot,open vacuum cleaner
010597,iot,i don't need the lights
010598,iot,i don't need the lights
010599,iot,start robot vacuum
010600,iot,start robot vacuum
010601,iot,start robot vacuum
010602,iot,start robot vacuum
010603,iot,start robot vacuum
010604,iot,cut the lights off
010605,iot,please turn the porch light to blue
010606,iot,please turn the porch light to blue
010607,iot,can you change the living room lights to a softer color
010608,iot,can you change the living room lights to a softer color
010609,iot,make the smart socket turn off
010610,iot,make the smart socket turn off
010611,iot,change the color of my lights to something random
010612,iot,change the color of my lights to something random
010613,iot,please turn off the porch light
010614,iot,please turn off the porch light
010615,iot,please turn off the porch light
010616,iot,please turn off the porch light
010617,iot,please turn off the porch light
010618,iot,please turn off the porch light
010619,iot,during the daytime all lights has to be turned off
010620,iot,during the daytime all lights has to be turned off
010621,iot,during the daytime all lights has to be turned off
010622,iot,during the daytime all lights has to be turned off
010623,iot,during the daytime all lights has to be turned off
010624,iot,during the daytime all lights has to be turned off
010625,iot,color change of lights
010626,iot,olly dim the lights in the hall
010627,iot,olly dim the lights in the hall
010628,iot,olly dim the lights in the hall
010629,iot,vacuum the carpet freshener from the carpet
010630,iot,vacuum the carpet freshener from the carpet
010631,iot,turn off smart lamp in den
010632,iot,turn off smart lamp in den
010633,iot,increase the brightness of lights bedroom
010634,iot,turn on my plug
010635,iot,turn on my plug
010636,iot,turn on my plug
010637,iot,turn on my plug
010638,iot,turn on my plug
010639,iot,turn on my plug
010640,iot,turn off wifi when you leave home to save power
010641,iot,turn off wifi when you leave home to save power
010642,iot,please make coffee according to my earlier preference
010643,iot,control lights turn off room lights
010644,iot,turn up the lights
010645,iot,turn up the lights
010646,iot,turn up the lights
010647,iot,turn up the lights
010648,iot,please turn off all the lights in the house
010649,iot,turn light off
010650,iot,turn light off
010651,iot,turn on the socket
010652,iot,turn on the socket
010653,iot,increase the brightness of the light it is hard to see down here
010654,iot,increase the brightness of the light it is hard to see down here
010655,iot,on mobile charger plug
010656,iot,on mobile charger plug
010657,iot,i want to sleep
010658,iot,please turn off the lights in the bedroom
010659,iot,please turn off the lights in the bedroom
010660,iot,please turn off the lights in the bedroom
010661,iot,turn off lights of kitchen
010662,iot,can you put the lights on the high setting
010663,iot,can you put the lights on the high setting
010664,iot,increase the intensity of the lighting in the room
010665,iot,increase the intensity of the lighting in the room
010666,iot,increase the intensity of the lighting in the room
010667,iot,increase the intensity of the lighting in the room
010668,iot,increase the intensity of the lighting in the room
010669,iot,increase the intensity of the lighting in the room
010670,iot,turn off lamp
010671,iot,can you turn off my bedroom lamp
010672,iot,can you turn off my bedroom lamp
010673,iot,can you turn off my bedroom lamp
010674,iot,make coffee at eight am
010675,iot,cut off the bathroom lights
010676,iot,switch on all the lights
010677,iot,turn lights in the room off
010678,iot,turn lights in the room off
010679,iot,turn lights in the room off
010680,iot,pull up lights control
010681,iot,transition lights to blue to green to yellow
010682,iot,please turn down the lights in the living room
010683,iot,turn off lights in my room
010684,iot,turn off lights in my room
010685,iot,it will be good if you yellowish the light
010686,iot,make the lights brighter
010687,iot,make the lights brighter
010688,iot,make the lights brighter
010689,iot,make the lights brighter
010690,iot,make the lights brighter
010691,iot,make the lights brighter
010692,iot,please turn on my vacuum cleaner
010693,iot,please turn on my vacuum cleaner
010694,iot,romantic light setting please
010695,iot,can you boil the kettle
010696,iot,can you boil the kettle
010697,iot,can you boil the kettle
010698,iot,dim the garden light by half
010699,iot,dim the garden light by half
010700,iot,reduce brightness
010701,iot,switch off the power
010702,iot,i need to turn the lights down
010703,iot,i need to turn the lights down
010704,iot,make me happy juice
010705,iot,make me happy juice
010706,iot,make me happy juice
010707,iot,please turn off right side of light
010708,iot,please turn off right side of light
010709,iot,please turn off right side of light
010710,iot,start robot cleaner
010711,iot,start robot cleaner
010712,iot,start robot cleaner
010713,iot,start robot cleaner
010714,iot,start robot cleaner
010715,iot,alexa turn off the wemo socket in the kitchen
010716,iot,alexa turn off the wemo socket in the kitchen
010717,iot,alexa turn off the wemo socket in the kitchen
010718,iot,i do not want to use the socket anymore
010719,iot,make me coffee now
010720,iot,make me coffee now
010721,iot,turn socket off
010722,iot,bed room two switch off the lights
010723,iot,bed room two switch off the lights
010724,iot,can you change the light colors in the house
010725,iot,please turn off my patio lights
010726,iot,olly retrieve the light for me
010727,iot,switch on robot vacuum cleaner
010728,iot,switch on robot vacuum cleaner
010729,iot,switch on robot vacuum cleaner
010730,iot,can you make coffee
010731,iot,hey can you please make me a creamy coffee
010732,iot,i want coffee from the machine
010733,iot,i want coffee from the machine
010734,iot,can you get me a cup of coffee
010735,iot,can you get me a cup of coffee
010736,iot,can you get me a cup of coffee
010737,iot,can you get me a cup of coffee
010738,iot,can you get me a cup of coffee
010739,iot,brighten the lamp next to the sofa
010740,iot,make the lighting bit more warm here
010741,iot,make the lighting bit more warm here
010742,iot,make the lighting bit more warm here
010743,iot,make the lighting bit more warm here
010744,iot,make the lighting bit more warm here
010745,iot,make the lighting bit more warm here
010746,iot,make the lighting bit more warm here
010747,iot,make some coffee
010748,iot,i cup of joe would be nice right now
010749,iot,olly make my coffee
010750,iot,please turn off all the lights outdoor
010751,iot,dim the living room lights
010752,iot,dim the living room lights
010753,iot,dim the living room lights
010754,iot,get me a coffee
010755,iot,get me a coffee
010756,iot,get me a coffee
010757,iot,olly can you raise the lights for me please
010758,iot,olly can you raise the lights for me please
010759,iot,please set the lighting suitable for reading
010760,iot,please set the lighting suitable for reading
010761,iot,please set the lighting suitable for reading
010762,iot,please set the lighting suitable for reading
010763,iot,please set the lighting suitable for reading
010764,iot,please set the lighting suitable for reading
010765,iot,please set the lighting suitable for reading
010766,iot,please set the lighting suitable for reading
010767,iot,brew coffee at noon
010768,iot,brew coffee at noon
010769,iot,brighten my bedroom light
010770,iot,brighten my bedroom light
010771,iot,brighten my bedroom light
010772,iot,brighten my bedroom light
010773,iot,can you make me coffee now
010774,iot,can you make me coffee now
010775,iot,change lights from red to blue
010776,iot,i want to clean my bedroom put the vacuum on and go to my room
010777,iot,i want to clean my bedroom put the vacuum on and go to my room
010778,iot,i want to clean my bedroom put the vacuum on and go to my room
010779,iot,turn off socket
010780,iot,turn off the light in the kitchen
010781,iot,please dim the overhead lights
010782,iot,please dim the overhead lights
010783,iot,please dim the overhead lights
010784,iot,light color change
010785,iot,please change the color of my lights surprise me
010786,iot,turn the chandelier all the way up
010787,iot,turn the chandelier all the way up
010788,iot,kitchen light off
010789,iot,kitchen light off
010790,iot,kitchen light off
010791,iot,olly lights off
010792,iot,i would love a less bright up room
010793,iot,i would love a less bright up room
010794,iot,you can also add additional switches to your home to control more devices
010795,iot,you can also add additional switches to your home to control more devices
010796,iot,i want to drink coffee
010797,iot,i want to drink coffee
010798,iot,i want to drink coffee
010799,iot,i want to drink coffee
010800,iot,give me dark
010801,iot,can you turn off kitchen light for me
010802,iot,can you turn off kitchen light for me
010803,iot,change the lights into green
010804,iot,turn off my wemo plug socket
010805,iot,switch off
010806,iot,can you do me a favor my eyes are feeling strained on these lights can you please change it to a cooler tone
010807,iot,olly clean the flat
010808,iot,olly clean the flat
010809,iot,olly clean the flat
010810,iot,olly clean the flat
010811,iot,dim the lights please
010812,iot,dim the lights please
010813,iot,dim the lights please
010814,iot,dim the lights please
010815,iot,dim the lights please
010816,iot,dim the lights please
010817,iot,dim the lights please
010818,iot,by switch off
010819,iot,by switch off
010820,iot,turn off the lights please
010821,iot,turn off the lights please
010822,iot,turn off the lights please
010823,iot,lighter shade on the lights please
010824,iot,lighter shade on the lights please
010825,iot,lighter shade on the lights please
010826,iot,can you start the coffee machine for me
010827,iot,adjust light when i get home
010828,iot,raise lights to full power
010829,iot,turn lights off in kitchen
010830,iot,reduce the lights
010831,iot,reduce the lights
010832,iot,reduce the lights
010833,iot,want to have vibrant colours
010834,iot,turn on kitchen light
010835,iot,set lights to twenty percent
010836,iot,set lights to twenty percent
010837,iot,set lights to twenty percent
010838,iot,light green
010839,iot,can you make a red shade of light in the living room
010840,iot,turn off the room light
010841,iot,company coming over turn on the vacuum cleaner right now
010842,iot,please set the vacuum to start going now
010843,iot,make vacuum cleaner start
010844,iot,make vacuum cleaner start
010845,iot,if switch is on then turn on else turn off
010846,iot,make me a cappuccino
010847,iot,make me a cappuccino
010848,iot,make me a cappuccino
010849,iot,start vacuuming
010850,iot,start vacuuming
010851,iot,start vacuuming
010852,iot,start vacuuming
010853,iot,alexa lower lights down
010854,iot,alexa lower lights down
010855,iot,if my vacuum cleaner is not activated please activate it
010856,iot,if my vacuum cleaner is not activated please activate it
010857,iot,vacuum the house olly
010858,iot,vacuum the house olly
010859,iot,vacuum the house olly
010860,iot,vacuum the house olly
010861,iot,vacuum the house olly
010862,iot,vacuum the house olly
010863,iot,vacuum the house olly
010864,iot,change the lights in the kitchen to blue
010865,iot,change the lights in the kitchen to blue
010866,iot,raise the lights alexa
010867,iot,turn off on the socket
010868,iot,turn off on the socket
010869,iot,change the light color to red
010870,iot,change the light color to red
010871,iot,change the light color to red
010872,iot,change the light color to red
010873,iot,change the light color to red
010874,iot,change the light color to red
010875,iot,please turn up the light a little
010876,iot,please turn up the light a little
010877,iot,please turn up the light a little
010878,iot,please turn up the light a little
010879,iot,please turn up the light a little
010880,iot,turn off the lights now
010881,iot,turn off the lights now
010882,iot,you'll be able to turn that device on or off using your smartphone or tablet
010883,iot,you'll be able to turn that device on or off using your smartphone or tablet
010884,iot,you'll be able to turn that device on or off using your smartphone or tablet
010885,iot,you'll be able to turn that device on or off using your smartphone or tablet
010886,iot,i want coffee
010887,iot,i want coffee
010888,iot,i want coffee
010889,iot,change the media room lights from purple to green
010890,iot,change the media room lights from purple to green
010891,iot,change the media room lights from purple to green
010892,iot,reduce light intensity
010893,iot,use vacuum cleaner in the hall
010894,iot,on the plug
010895,iot,i'd like a cup of coffee please
010896,iot,start the robot vacuum cleaner
010897,iot,start the robot vacuum cleaner
010898,iot,initiate cleaning process
010899,iot,please turn off the kitchen
010900,iot,please turn off the kitchen
010901,iot,please turn off the kitchen
010902,iot,robot via bluetooth enabled devices
010903,iot,i need one cup of coffee
010904,iot,i need one cup of coffee
010905,iot,lights turn off
010906,iot,turn off the lights
010907,iot,turn off the lights
010908,iot,turn off the lights
010909,iot,turn off the lights
010910,iot,turn off the lights
010911,iot,turn off the lights
010912,iot,turn off the lights
010913,iot,turn off the lights
010914,iot,turn off the lights
010915,iot,turn off the lights
010916,iot,turn off the lights
010917,iot,turn off the lights
010918,iot,turn off the lights
010919,iot,turn off the lights
010920,iot,turn off the lights
010921,iot,turn off the lights
010922,iot,turn off the lights
010923,iot,lower lights now
010924,iot,lower lights now
010925,iot,lower lights now
010926,iot,alexa please turn down the lights in the living room
010927,iot,alexa please turn down the lights in the living room
010928,iot,please turn off the smart socket
010929,iot,let me get a cup of coffee please
010930,iot,can you turn down the lights by twenty percent
010931,iot,off all the lights on the right side
010932,iot,turn my smart plug socket on
010933,iot,turn my smart plug socket on
010934,iot,turn my smart plug socket on
010935,iot,can you make sure the kitchen light is off
010936,iot,switch off bedroom light
010937,iot,is the coffee ready
010938,iot,switch the light off in bedroom
010939,iot,turn the lights up
010940,iot,turn the lights up
010941,iot,turn the lights up
010942,iot,turn the lights up
010943,iot,turn the lights up
010944,iot,turn the lights up
010945,iot,turn the lights up
010946,iot,turn the lights up
010947,iot,turn the lights off now
010948,iot,brew my coffee
010949,iot,lower the light of hall percent
010950,iot,lower the light of hall percent
010951,iot,put out the lights
010952,iot,put out the lights
010953,iot,put out the lights
010954,iot,put out the lights
010955,iot,start the vacuum at nine am
010956,iot,attenuate the lights
010957,iot,attenuate the lights
010958,iot,i would like a cup of coffee
010959,iot,start roomba
010960,iot,start roomba
010961,iot,start roomba
010962,iot,start roomba
010963,iot,i want the room to be less bright
010964,iot,could you turn off light
010965,iot,turn on the wemo plug socket to connect my charger to it
010966,iot,turn on the wemo plug socket to connect my charger to it
010967,iot,turn off light in bedroom
010968,iot,turn off light in bedroom
010969,iot,make the socket available for me
010970,iot,make the socket available for me
010971,iot,make the socket available for me
010972,iot,please make the lights watching friendly
010973,iot,please make the lights watching friendly
010974,iot,please make the lights watching friendly
010975,iot,change lights to pink
010976,iot,turn off one light in my bedroom
010977,iot,turn off one light in my bedroom
010978,iot,turn off one light in my bedroom
010979,iot,turn off one light in my bedroom
010980,iot,is there anything i need to know before i activate the robot vacuum cleaner
010981,iot,turn off the bathroom light
010982,iot,turn off the bathroom light
010983,iot,turn off the bathroom light
010984,iot,turn off the bathroom light
010985,iot,olly hot and sweet soy based
010986,iot,olly hot and sweet soy based
010987,iot,can you set the coffee machine to make coffee at three pm time every week day
010988,iot,it is dark
010989,iot,wemo plug socket off
010990,iot,wemo plug socket off
010991,iot,wemo plug socket off
010992,iot,wemo plug socket off
010993,iot,wemo plug socket off
010994,iot,lights off in the living room
010995,iot,lights off in the living room
010996,iot,lights off in the living room
010997,iot,can you turn my bathroom lights off
010998,iot,can you turn my bathroom lights off
010999,iot,can you turn my bathroom lights off
011000,iot,can you turn my bathroom lights off
011001,iot,turn off lights in all bathrooms
011002,iot,do more light
011003,iot,do more light
011004,iot,turn room lights off now
011005,iot,turn room lights off now
011006,iot,hurriedly activates my robot vacuum cleaner
011007,iot,hurriedly activates my robot vacuum cleaner
011008,iot,change the living room light to yellow
011009,iot,change the living room light to yellow
011010,iot,turn on the light socket
011011,iot,turn on the light socket
011012,iot,turn on the light socket
011013,iot,please turn on my robot vacuum cleaner
011014,iot,please make me a cappuccino
011015,iot,turn the lights off in my bed room
011016,iot,turn the lights off in my bed room
011017,iot,turn the lights off in my bed room
011018,iot,turn the lights on party mode
011019,iot,turn the lights on party mode
011020,iot,turn the lights on party mode
011021,iot,change lights to red
011022,iot,change lights to red
011023,iot,change lights to red
011024,iot,start cleaning
011025,iot,start cleaning
011026,iot,start cleaning
011027,iot,olly brew coffee
011028,iot,turn on the lights
011029,iot,turn on the lights
011030,iot,turn on the lights
011031,iot,start making some coffee
011032,iot,asking for this technology
011033,iot,order one coffee from nearest coffee shop
011034,iot,order one coffee from nearest coffee shop
011035,iot,olly make coffee at six am
011036,iot,cook some coffees
011037,iot,cook some coffees
011038,iot,cook some coffees
011039,iot,i want the coffee machine to make me coffee
011040,iot,i want the coffee machine to make me coffee
011041,iot,i want the coffee machine to make me coffee
011042,iot,i want the coffee machine to make me coffee
011043,iot,it is time to lower the kitchen lights
011044,iot,it is time to lower the kitchen lights
011045,iot,increase brightness in the room
011046,iot,i need coffee
011047,iot,i need coffee
011048,iot,brighten the lights on the front porch
011049,iot,switch up the color of the lights in the house
011050,iot,switch up the color of the lights in the house
011051,iot,please turn on my smart plug socket
011052,iot,please lights less brighter
011053,iot,increase light intensity
011054,iot,increase light intensity
011055,iot,make this room brighter
011056,iot,make this room brighter
011057,iot,make this room brighter
011058,iot,power up the vacuum
011059,iot,power up the vacuum
011060,iot,power up the vacuum
011061,iot,power up the vacuum
011062,iot,turn the lights blue at three pm
011063,iot,dim the lights in the kitchen
011064,iot,dim the lights in the kitchen
011065,iot,dim the lights in the kitchen
011066,iot,dim the lights in the kitchen
011067,iot,dim the lights in the kitchen
011068,iot,dim the lights in the kitchen
011069,iot,dim the lights in the kitchen
011070,iot,lower the light level in my house
011071,iot,lower the light level in my house
011072,iot,lower the light level in my house
011073,iot,switch lights to red tone
011074,iot,turn off the lights in the bedroom
011075,iot,prepare a cup of coffee
011076,iot,prepare a cup of coffee
011077,iot,prepare a cup of coffee
011078,iot,prepare a cup of coffee
011079,iot,prepare a cup of coffee
011080,iot,change my room lights to blue
011081,iot,change my room lights to blue
011082,iot,change my room lights to blue
011083,iot,dim the lights at the living room
011084,iot,dim the lights at the living room
011085,iot,i need a coffee
011086,iot,i need a coffee
011087,iot,i need a coffee
011088,iot,i need a coffee
011089,iot,i need a coffee
011090,iot,i need a coffee
011091,iot,i need a coffee
011092,iot,i need a coffee
011093,iot,i need a coffee
011094,iot,i need a coffee
011095,iot,can you turn the lights up
011096,iot,please start me some coffee
011097,iot,please start me some coffee
011098,iot,turn on my wemo socket
011099,iot,turn on my wemo socket
011100,iot,olly make the lights blue please
011101,iot,can you turn off one of my lights in my bathroom
011102,iot,can you turn off one of my lights in my bathroom
011103,iot,turn the lights blue
011104,iot,turn on the lamp
011105,iot,turn on the geyser
011106,iot,turn on the geyser
011107,iot,make me a cappuccino
011108,iot,make me a cappuccino
011109,iot,make me a cappuccino
011110,iot,white
011111,iot,increase the light a little
011112,iot,increase the light a little
011113,iot,please change the color of the light in the bathroom
011114,iot,please change the color of the light in the bathroom
011115,iot,please change the color of the light in the bathroom
011116,iot,please change the color of the light in the bathroom
011117,iot,turn down the lights
011118,iot,turn down the lights
011119,iot,turn down the lights
011120,iot,turn down the lights
011121,iot,turn down the lights
011122,iot,turn down the lights
011123,iot,i need to change the color of this light
011124,iot,i need to change the color of this light
011125,iot,i need to change the color of this light
011126,iot,i need to change the color of this light
011127,iot,i need to change the color of this light
011128,iot,can you please turn off the wemo plug socket
011129,iot,can you please turn off the wemo plug socket
011130,iot,olly prepare my coffee
011131,iot,olly i need coffee
011132,iot,i want the light to be switched off
011133,iot,please turn on the lights
011134,iot,set brightness to fifty percent
011135,iot,set brightness to fifty percent
011136,iot,set brightness to fifty percent
011137,iot,set brightness to fifty percent
011138,iot,set brightness to fifty percent
011139,iot,set brightness to fifty percent
011140,iot,set brightness to fifty percent
011141,iot,set brightness to fifty percent
011142,iot,set brightness to fifty percent
011143,iot,set brightness to fifty percent
011144,iot,set brightness to fifty percent
011145,iot,set brightness to fifty percent
011146,iot,turn all the lights off
011147,iot,turn all the lights off
011148,iot,lower the lights in the room
011149,iot,no lights
011150,iot,please shut the lights
011151,iot,please shut the lights
011152,iot,please shut the lights
011153,iot,turn off the lights in the living room
011154,iot,turn off the lights in the living room
011155,iot,its too bright in here
011156,iot,its too bright in here
011157,iot,turn off the fan
011158,iot,switch off light
011159,iot,switch off light
011160,iot,can you set my coffee machine to make me coffee at four pm time
011161,iot,can you set my coffee machine to make me coffee at four pm time
011162,iot,can you set my coffee machine to make me coffee at four pm time
011163,iot,can you set my coffee machine to make me coffee at four pm time
011164,iot,hey can you make it blue in here
011165,iot,turn on hall lights
011166,iot,turn on hall lights
011167,iot,turn on hall lights
011168,iot,switch off all lights
011169,iot,switch off all lights
011170,iot,please turn off the lights in the kitchen
011171,iot,please turn off the lights in the kitchen
011172,iot,i would like a cup of coffee with one cream and three sugars
011173,iot,i would like a cup of coffee with one cream and three sugars
011174,iot,olly please turn off the smart socket
011175,iot,i do not like these colours in the house
011176,iot,i do not like these colours in the house
011177,iot,i do not like these colours in the house
011178,iot,i do not like these colours in the house
011179,iot,i do not like these colours in the house
011180,iot,i do not like these colours in the house
011181,iot,i do not like these colours in the house
011182,iot,turn down the lights in the living room
011183,iot,turn down the lights in the living room
011184,iot,turn down the lights in the living room
011185,iot,turn on the roomba for me
011186,iot,turn on the roomba for me
011187,iot,please turn off the light
011188,iot,please turn off the light
011189,iot,please turn off the light
011190,iot,please turn off the light
011191,iot,it's dark in the living room
011192,iot,it's dark in the living room
011193,iot,it's dark in the living room
011194,iot,the lights are too bright
011195,iot,the lights are too bright
011196,iot,the lights are too bright
011197,iot,switch the lights off
011198,iot,switch the lights off
011199,iot,switch the lights off
011200,iot,switch the lights off
011201,iot,switch the lights off
011202,iot,switch the lights off
011203,iot,switch the lights off
011204,iot,switch the lights off
011205,iot,yo i need a coffee now
011206,iot,yo i need a coffee now
011207,iot,change house light from green to red
011208,iot,start coffee machine
011209,iot,start coffee machine
011210,iot,shut off the lights in the kitchen
011211,iot,take it in hand
011212,iot,hey turn off the light please
011213,iot,instruct the coffee maker to make a filter coffee ready in ten minutes
011214,iot,instruct the coffee maker to make a filter coffee ready in ten minutes
011215,iot,please set the lights off in the living room
011216,iot,google i need the living room vacuumed can you turn on the vacuum cleaner
011217,iot,reduce the brightness
011218,iot,reduce the brightness
011219,iot,reduce the brightness
011220,iot,reduce the brightness
011221,iot,reduce the brightness
